id,name,description,manufacturer,price
http://www.google.com/base/feeds/snippets/16700933768709687512,egames. inc casual games pack,collection of ten popular and professionally-developed casual games spanning all the favorite casual game genres! system requirements: tbd,,16.62
http://www.google.com/base/feeds/snippets/16668702350993735780,kutoka interactive inc didi & ditto (kindergarten),the first in a series of grade-based products didi & ditto is a complete learning package where children practice thinking skills literacy skills math skills and creativity. fun subjects: math skills - recognizing numbers counting objec,,16.93
http://www.google.com/base/feeds/snippets/16738828984601610049,bling software limited safekeeper plus,safekeeper is the first software product that offers total protection for both your family and computer. safekeeper is the only product to offer the kidsafe blocker family watchdog and safety shield. it has the best anti-virus protection - rated ...,,34.75
http://www.google.com/base/feeds/snippets/16862951998092117648,sage (ptree) premium accounting accountants edition 2007,peachtree by sage premium accounting 2007 ? accountants? edition provides advanced business tools to help accountants serve their clients using peachtree 2007 products. it has a multi-user option*. (*see www.peachtree.com/disclosures for details.),,492.01
http://www.google.com/base/feeds/snippets/16622880533554607802,avanquest usa llc britannica deluxe,encyclopædia britannica deluxe gives you the resources you need to explore the world in a fun and easy way. designed for adults and students alike this comprehensive reference library provides you with the most complete up-to date and in-depth ...,,26.11
http://www.google.com/base/feeds/snippets/18227817484834707150,allume spring cleaning 9.0,system requirements mac os 10.4 or higher system snapshot requires mac os 10.3.9 or higher,,45.99
http://www.google.com/base/feeds/snippets/18053348848713858697,allume internet cleanup 4.0,requires mac os x 10.4 or later...,,29.99
http://www.google.com/base/feeds/snippets/15911936238938935149,miraizon cinematize 2,system requirements: a power macintosh g3 or later computer mac os x 10.2 or higher quicktime 6.0 or later approximately 2.5 mb of hard disk space (additional space is needed for extracted files) 128 mb or more of ram 256 mb or more of ram ...,,65.99
http://www.google.com/base/feeds/snippets/14641221219676710452,zend studio 5.1 php integrated development environment,zend studio 5 professional delivers the ease-of-use scalability reliability and extensibility that professional developers need: new - directly view and debug your application in zend studio's internal browser with internet explorer integration ...,,249
http://www.google.com/base/feeds/snippets/11630432614273539055,apple iwork '06,,,79.99
http://www.google.com/base/feeds/snippets/2044788707045179226,onone software inc. pfp-30001 - photoframe v.3.0 pro - complete product - image editing - 1 user(s) - complete product - standard - pc mac,onone software inc. pfp-30001 : whether you want to add a realistic looking frame to your photos or want to create a unique edge effect all your own photoframe pro is the easiest and most creative way to add border and edge effects to your digital ...,,148.97
http://www.google.com/base/feeds/snippets/13792413550965266630,sony media software acid music studio 7 software music production software,acid music studio 7 - music creation and mixing software for windows acid music studio 7 from sony media software is the perfect software tool for original song creation live recording and studio-quality mixing and effects processing. it allows the ...,,69.95
http://www.google.com/base/feeds/snippets/5068947095089747483,sage software peachtree premium accounting 2007 software for windows tax & finance software,peachtree premium accounting 2007 software for windows the peachtree premium accounting 2007 software for windows from sage software is an accounting software solution designed for businesses with accounting payroll and inventory needs. the product ...,,469.95
http://www.google.com/base/feeds/snippets/2519306436830554150,punch software 25100 punch! master landscape and home design,punch! master landscape & home design offers an extensive plantings database deck topography and new technology integrating your actual home photos into infinite 3d views. this garden and landscape software lets you bring your landscaping ideas to ...,punch software,45.99
http://www.google.com/base/feeds/snippets/6591008499871907116,encore software a5992jch - dk rainbow fish most beautiful fish in the ocean - win 95 98 me xp,encore software a5992jch : rainbow fish - the most beautiful fish in the oceanproduct informationbased on marcus pfister's bestselling children's books rainbow fish is anamazing underwater adventure filled with games and activities that develop ...,,9.08
http://www.google.com/base/feeds/snippets/17972160650826336548,onone software inc. gpp-55211 - genuine fractals print pro 5 1u,onone software inc. gpp-55211 : onone software inc. genuine fractals print pro 5 1u - gpp-55211,,274.97
http://www.google.com/base/feeds/snippets/4823291609006887387,reader rabbit preschool,overview reader rabbit and sam the lion are on a sparkly adventure! the land of sparkalot has lost its shine and needs your help to re-sparkle everything from the stars to the flowers. your pre-reading counting and matching skills could save the ...,,17.9
http://www.google.com/base/feeds/snippets/18396389648150219430,microsoft office and windows training professional,for almost two decades learn2 has helped over 8000000 consumers including professionals from fortune 500 companies and government agencies to enhance their computer skills. let the in-depth courseware in learn2 training pro for microsoft office,,29.99
http://www.google.com/base/feeds/snippets/18389048469504944658,win 2003 ter svr cal 5pk microsoft r19-00846,model- ms28736nt vendor- microsoft features- windows terminal svr cal 2003 english microsoft license pack user 5 pack calmanufacturer warranty: 90 days,,762.95
http://www.google.com/base/feeds/snippets/18384366678790095384,freddi fish 2 - case of haunted schl hse,children - ages 3 to 8 everyone knows there's no such thing as ghosts... so who is haunting the schoolhouse taking the toys & practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish & luther are on the case. ...,,7.5
http://www.google.com/base/feeds/snippets/18384557845547191313,east west bosendorfer 290,the pristine bosendorfer 290 piano library has finally captured all of the beauty of this piano. up to 16 velocity layers true release samples true re-pedalling and two different microphone positions (close and ambient) for ultimate ambience ...,,175.97
http://www.google.com/base/feeds/snippets/18427202789383020961,emedia essential bass guitar dvd,,,16.95
http://www.google.com/base/feeds/snippets/18422068306669698354,microsoft h22-00301 gov open sa project svr w9x nt,gov open sa project svr w9x nt,,1995.12
http://www.google.com/base/feeds/snippets/18418631443367666576,csdc x3mac x3: reunion - virtual programming ltd. mac 10.4 or later ub,x : reunion continues to lead the way in offering players the ultimate open ended game play experience backed by an addictive storyline and intense combat/trading action. utilising the 'x reality' engine x pushes the graphical boundary to movie ...,csdc,42.6
http://www.google.com/base/feeds/snippets/18438075297130458214,encore tlc dr seuss reading learning system 2008,mpn: 13880,,17.9
http://www.google.com/base/feeds/snippets/392494394952738157,the printshop pro publisher v22 deluxe dvd-rom,overview create professional projects with all the tools you need in one complete package! this powerful version of the print shop deluxe is loaded with all of your favorite features and even more valuable tools and programs than ever before. ...,,69.9
http://www.google.com/base/feeds/snippets/6320757184409585395,enfocus software pp7.0-ug-001 - pitstop pro 7.0 upgr - 6.x or higher,enfocus software pp7.0-ug-001 : enfocus software pitstop pro 7.0 upgr - 6.x or higher - pp7.0-ug-001,,171.97
http://www.google.com/base/feeds/snippets/5515688203820371988,encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software 10118 : encore software adventure workshop 4th-6th grade 7th ed sb cs by riverdeep - 10118,,17.97
http://www.google.com/base/feeds/snippets/6990565128537638388,math success deluxe 2006,covers 13 subjects and includes 8 cd-roms ages 10 & up grades 4-12 includes addition subtraction multiplication division and forty-nine pre-algebra topics including fractions and decimals ratios and proportions radicals the metric system and ...,,12.9
http://www.google.com/base/feeds/snippets/6195321262763979528,national geographic redshift planetarium,don't just wish upon the stars begin a fascinating hobby studying them along with comets asteroids planets and spacecraft with the help of redshift planetarium on cd-rom. hailed as the world leader in astronomy software redshift is the ...,,17.9
http://www.google.com/base/feeds/snippets/7039940734695244235,boost xp,boostxp by allume - maximum pc performance! now anyone can keep their computer in peak condition! boost performance protect your pc clean-up clutter customize your pc. key benefits boost performance the most thorough way to tune-up your pc. improve ...,,15.9
http://www.google.com/base/feeds/snippets/13392915442415544255,instant play electric guitar express (jc),with instant play electric guitar you've got a complete interactive approach to playing the electric guitar in any number of styles! learn to read the standard musical notation and tablatures clear easy-to-follow instructions explain how each ...,,12.9
http://www.google.com/base/feeds/snippets/4621582451171111860,apple mac os x v10.4 tiger software - family pack apple & mac software,mac os x v10.4 tiger operating system software - five license family pack the mac os x v10.4 tiger software family pack is apple's fifth major release of the osx operating system. it includes innovations that continue to push performance and speed ...,,199.95
http://www.google.com/base/feeds/snippets/3597076779822744306,adobe production studio premium software suite video software bundles,production studio premium software suite - after affects 7.0 premiere pro 2.0 photoshop cs2 audition 2.0 encore dvd 2.0 and illustrator cs2 for windows bring new power and efficiency to your film video dvd and web workflows with adobe production ...,,1698.95
http://www.google.com/base/feeds/snippets/2691848002513611613,microsoft microsoft office 2004 software suite - mac apple & mac software,microsoft office 2004 software suite - mac microsoft office 2004 standard edition for mac offers an expansive set of tools and integrated applications for creating managing and presenting information. a complete productivity solution microsoft ...,,399.95
http://www.google.com/base/feeds/snippets/14794198635011271295,adobe premiere pro 2.0 software professional editing software,premiere pro 2.0 software for windows the premiere pro 2.0 software for windows from adobe is a professional editing solution for windows users. premiere pro 2.0 includes all the great features you expect from nle software including multiple video ...,,848.95
http://www.google.com/base/feeds/snippets/7181709960017015550,absolute software lfl-n2-12 - computrace lojack for laptops - 1 year license (win 2000 xp),absolute software lfl-n2-12 : a laptop is stolen every 53 seconds and according to the fbi 97% are never recovered. laptops are taken from coffee shops hotel rooms and automobiles every day. losing your laptop is costly even devastating when you ...,,41.97
http://www.google.com/base/feeds/snippets/18354430457145981051,topics entertainment 80542 instant immersion french 2.0 781735805428,topics entertainment 80542 instant immersion french 2.0 781735805428,,18.2
http://www.google.com/base/feeds/snippets/9029807166568270057,steinberg cubase studio 4 software - competitive crossgrade music production software,cubase studio 4 - music production system for mac os x and windows xp - competitive crossgrade cubase studio 4 from steinberg is an audio/midi editor/recorder software program tailored to project studios and creative musicians. built around the same ...,,199.99
http://www.google.com/base/feeds/snippets/6070036801370348429,power production power production storyboard artist software animation software,power production storyboard artist software for educators - mac storyboard artist 4 (educational) provides the convenience of a layout and design program with elements of content creation and digital editing software allowing creative people to ...,,498.95
http://www.google.com/base/feeds/snippets/5238862557893361196,serious magic ultra master sets library 1 effects software,ultra master sets library 1 - 14 cutting-edge virtual sets software plug-ins for ultra - win save time and thousands of dollars by using the virtual sets included with the serious magic master sets library 1 virtual sets software plug-ins for ultra ...,,339.95
http://www.google.com/base/feeds/snippets/18367097829354438075,computer associates mdlweb99000352 model web publisher 3.52,model web publisher 3.52 model web publisher for windows nt 95 98 version 3.52,computer associates,835.99
http://www.google.com/base/feeds/snippets/17153123894129090968,sibelius photoscore professional scanning software music production software,photoscore professional - advance music scanning software - mac os x and windows photoscore professional from sibelius is a scanning software extension for sibelius 4 software and an advanced version of the photoscore lite . it can also scan music ...,,179.95
http://www.google.com/base/feeds/snippets/8564521918031484066,punch software 14100 - punch! home design suite professional - architectural - 1 user(s) - pc,punch software 14100 : punch! professional home design suite the total home design software solution that lets you plan every detail of your home. 12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design ...,,59.97
http://www.google.com/base/feeds/snippets/8376577004489658408,punch software 17100 punch! super home suite,our bestselling premium home design software with professional yet easy-to-use features! 17100 punch software,punch software,45.99
http://www.google.com/base/feeds/snippets/9575830162604297862,now software num50e1r - up-to-date & contact v.5.0 - complete product - contact management - 1 user(s) - complete product - standard - mac,now software num50e1r : now up-to-date & contact is a software calendar and address book. and more. not only can you keep track of your calendar and contacts but you can share them with others - your business organization of any kind your family. ...,,107.97
http://www.google.com/base/feeds/snippets/1492097838915695810,onone software inc. ppi-12005 - pro photo essentials plug in suite & iview mediapro 3,onone software inc. ppi-12005 : pro photo essentials includes everything you need to manage and enhance your images in a snap so you can spend more time behind the camera. specifications : manufacturer : onone software manufacturer part number : ...,,450.97
http://www.google.com/base/feeds/snippets/15555806239483804720,intuit quickbooks premier professional services edition 2007 software - win tax & finance software,quickbooks premier professional services edition 2007 software for windows the quickbooks premier professional services edition 2007 software for windows from intuit is a bookkeeping application designed specifically for professional service firms. ...,,349.95
http://www.google.com/base/feeds/snippets/3594701920411099396,encore software 13840 - defcon: global nuclear domination game - win 98 me 2000 xp vista,encore software 13840 : defcon is the only game that allows players to rain nuclear death on the enemy and rack up kill counts in the 10s of millions! system requirements: windows 98/me/2000 sp4/xp (home & pro) sp2/vista² pentium iii 600 mhz ...,,18.97
http://www.google.com/base/feeds/snippets/16558385795268912766,encore software 11050 - hoyle 4-pack 2006 - win 98 me 2000 xp,encore software 11050 : system requirements: windows 98se/me/2000 sp4/xp sp 1 pentium iii 450 mhz 16mb ram (64mb for xp) 600 mb hard disk space nvidia geforce 2 mx graphics card with 32mb memory and 1024x768 screen resolution directx 9.0c ...,,18.97
http://www.google.com/base/feeds/snippets/13799844440134110129,encore software 10673 - hoyle casino 2007 - win 98 me 2000 xp,encore software 10673 : hoyle casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games. system requirements: windows 98se/me/2000 sp4/xp (home & pro) sp1 ...,,18.97
http://www.google.com/base/feeds/snippets/14007011703509063417,encore software 11861 - jewels of cleopatra - win xp vista,encore software 11861 : jewels of cleopatra is a mesmerizing puzzler with a creative twist: instead of matching tiles you ll be adventuring through them! as archaeologist dr. felicity turnstone you must make your way through hidden tombs and ...,,18.97
http://www.google.com/base/feeds/snippets/11038012533329162078,encore software 11430 - axis & allies collectors edition - win 98 me 2000 xp,encore software 11430 : axis & allies puts wwii in your hands! direct land sea and air units and experience the most epic battles in real time! system requirements: operating system: windows 98se/me/2000/xp processor: pentium iii 1.5 ghz (pentium ...,,18.97
http://www.google.com/base/feeds/snippets/11611566315397308287,encore software 10669 - hoyle backgammon - win 98 me 2000 xp,encore software 10669 : hoyle the 1 best selling game authority revives yet another classic board game. hoyle backgammon is great for players of all levels! system requirements: windows 98se/me/2000 sp4/xp (home and pro) sp1¹ pentium ii 233mhz ...,,7.69
http://www.google.com/base/feeds/snippets/12418972562708861095,encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp),encore software 10149 : chickens and farm friends? start you engines! pick your favorite character race against time or against any of 7 crazy critters to get the checkered flag. system requirements: windows 98se/me/2000 sp4/xp sp1* pentium iii ...,,7.69
http://www.google.com/base/feeds/snippets/13815055497602261010,east west propack for garageband av production software,propack plug-in for garageband - mac propack for garageband lets you add depth and richness to your garageband tracks with over 11000 loops. zero-g has selected over 11000 samples from 43 different successful products to give you more than 9gb of ...,,152.96
http://www.google.com/base/feeds/snippets/407742822135371560,corel ulead dvd workshop 2 authoring software,dvd workshop 2 ulead dvd workshop 2 is powerful and intuitive authoring software for professional dvd creation. much of the features were designed with the professional in mind keeping interfaces simple and straightforward but also providing complex ...,,299.95
http://www.google.com/base/feeds/snippets/8506958797516287357,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,seeing is believing. using pxl smartscale youll have complete control of the overall sharpness edge contrast and detail. powered by the most advanced scaling technology available pxl smartscale offers an easy intuitive way to scale images up to ...,onone software,158.99
http://www.google.com/base/feeds/snippets/5363123129666342202,canopus let's edit - video editing software - win consumer video editing software,let's edit - realtime video editing software with movie-style effects - win canopus let's edit is fast and easy-to-use video editing software with movie-style effects. breakthrough realtime operation dramatically speeds up the editing process as ...,,99.95
http://www.google.com/base/feeds/snippets/12151689484559213261,global software a2960jcw - sudoku puzzle addict: unlimited edition - win 98 me 2000 xp,global software a2960jcw : millions of people buy newspapers for the daily sudoku puzzle a new addictive ritual as necessary a routine as that morning jolt of coffee! this program is chocked full of more than 20000 sudoku puzzles,,8.79
http://www.google.com/base/feeds/snippets/15544999546747963941,global software a4124m2h - dk exotic animals africa - win 95 98 2000 xp,global software a4124m2h : animals of afica is an interactive multimedia virtual zoofari tour that brings you into the deepest depths of africa to watch the wild animals of the terrain come alive. safari on through hours of enjoyment with this easy ...,,9.08
http://www.google.com/base/feeds/snippets/5449819493015414043,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,seeing is believing. using pxl smartscale youll have complete control of the overall sharpness edge contrast and detail. powered by the most advanced scaling technology available pxl smartscale offers an easy intuitive way to scale images up to ...,onone software,158.99
http://www.google.com/base/feeds/snippets/18260252787140686571,simply put software llc gs905-s - gotta sing (win 95 98 me nt 2000 xp/mac 10.0 or higher),simply put software llc gs905-s : interactive professional voice lessons guaranteed to improve your singing voice. beginner to professional level instruction. system requirements: dvd or dvd rom / pc or macintosh,,34.97
http://www.google.com/base/feeds/snippets/11826731647881867985,visual studio pro 2005 upgrade (pc) microsoft,key features: build applications added features...,,549
http://www.google.com/base/feeds/snippets/7249154325906371083,onone software ice-10770 intellihance pro 4.1 mac/win (buy now and get free cs3 compatibility upgrades),dynamic image enhancement and color correction intellihance pro 4 quickly and dynamically enhances images to make them look their best. compare and print up to 25 professional enhancement variations at once.highlights:^^ quickly and dynamically ...,onone software,158.99
http://www.google.com/base/feeds/snippets/13023052343955574084,adventure workshop 1st-3rd grade. 8th edition (pc) encore,key features: build essential skills 1st-3rd grade...,,19.95
http://www.google.com/base/feeds/snippets/10471177135649344162,sony media manager for psp (98598),key features: share digital content transfer photos and video ...,,24.99
http://www.google.com/base/feeds/snippets/10376000923691891679,national geographic photo gallery topics,key features: 3000 color photos meet the photographers ...,,9.95
http://www.google.com/base/feeds/snippets/10662427062723563235,stopzilla! 4.0 (pc) roxio,key features: detects/destroys spyware stops pop-up blocks online threats automatic updates ...,,29.99
http://www.google.com/base/feeds/snippets/7653075580455328736,onone software inc. gfs-50211 - genuine fractals 5 full 1u,onone software inc. gfs-50211 : enlarge your images over 1000% with no loss in image quality. genuine fractals 5 simply produces higher quality and sharper results than traditional scaling methods in photoshop or in any other third party product. ol ...,,148.97
http://www.google.com/base/feeds/snippets/17694493073700371269,punch software 38100 punch! super home suite (small box),our bestselling premium home design software with professional yet easy-to-use features! punch! super home suite - 7 powerful programs in one that launch from the same interface! punch super suite includes: 3d home design 3d landscaping estimating ...,punch software,45.99
http://www.google.com/base/feeds/snippets/12354599434001970846,vegas7 + dvd upgrade,model- sny-cd83887wi vendor- sony media software features- vegas 7 + dvd production suite software- upgrade version to install the upgrade version the most recent full version of the software must be installed on your pc. video editing and dvd ...,,226.56
http://www.google.com/base/feeds/snippets/9489728552695383239,premiere pro cs3 mac upgrade,adobe premiere pro cs3 mac upgrade from premiere pro or encore.,,320.25
